"",gene_symbol,GSM4781322,GSM4781323,GSM4781324,GSM4781325,GSM4781326,GSM4781327,GSM4781328,GSM4781329
ENSG00000092020,PPP2R3C,1723,1782,1529,1676,1756,1401,1177,1302
ENSG00000092036,HAUS4,1883,2210,2436,988,1940,1571,1689,1807
ENSG00000092051,JPH4,9,7,6,53,7,35,22,6
ENSG00000092054,MYH7,2,0,3,0,0,7,0,0
ENSG00000092067,CEBPE,1,0,5,7,0,3,0,0
ENSG00000092068,SLC7A8,33,29,6,35,16,31,10,14
ENSG00000092094,OSGEP,1862,1591,1625,1354,1442,1375,1410,1370
ENSG00000092096,SLC22A17,46,25,81,18,63,57,36,49
ENSG00000092098,RNF31,2128,1775,1389,2779,1898,1560,2057,2488
ENSG00000092108,SCFD1,3229,4108,2949,2412,2816,2752,2415,2635
ENSG00000092140,G2E3,4157,4738,4204,1294,3851,3522,3316,1586
ENSG00000092148,HECTD1,15127,16455,12634,10603,13614,14692,13963,12058
ENSG00000092199,HNRNPC,19839,21589,21678,15996,14934,18125,15037,21425
ENSG00000092200,RPGRIP1,0,2,17,0,1,0,0,0
ENSG00000092201,SUPT16H,14229,14583,12345,10893,11661,10776,10836,13270
ENSG00000092203,TOX4,2962,3059,2501,3607,2906,1956,1966,4632
ENSG00000092208,GEMIN2,648,758,671,567,566,522,421,706
ENSG00000092295,TGM1,190,168,72,293,227,69,123,131
ENSG00000092330,TINF2,2274,1975,1886,3193,2275,2344,1801,3035
ENSG00000092345,DAZL,0,0,0,0,0,1,0,0
ENSG00000092377,TBL1Y,3,0,0,6,0,0,0,0
ENSG00000092421,SEMA6A,8,6,4,4,1,11,48,14
ENSG00000092439,TRPM7,8224,10912,5812,8378,5818,6864,8017,7854
ENSG00000092445,TYRO3,1468,1502,1469,2587,1246,1387,1266,1338
ENSG00000092470,WDR76,4528,4726,4387,4115,3909,3965,3857,4076
ENSG00000092529,CAPN3,50,30,16,258,38,46,42,181
ENSG00000092531,SNAP23,2537,3057,1816,2166,2548,2503,2142,2317
ENSG00000092607,TBX15,4,1,3,5,0,3,5,4
ENSG00000092621,PHGDH,5217,3607,2791,7113,3717,2836,2576,10123
ENSG00000092758,COL9A3,1031,350,691,2804,616,536,340,3421
ENSG00000092820,EZR,8484,7096,7296,8177,6093,5556,5139,9881
ENSG00000092841,MYL6,27355,23904,33750,19335,25764,24120,16645,19059
ENSG00000092847,AGO1,5175,4494,3878,3940,4522,3835,3327,4172
ENSG00000092850,TEKT2,2,13,10,7,6,14,3,2
ENSG00000092853,CLSPN,4378,4168,2786,4923,4029,3799,3793,4252
ENSG00000092871,RFFL,2110,1676,2117,3297,1358,1218,1175,2579
ENSG00000092929,UNC13D,584,419,198,574,170,304,391,400
ENSG00000092931,MFSD11,1504,1391,1254,1070,1061,1137,1217,1522
ENSG00000092964,DPYSL2,12080,8764,8964,7993,9107,10929,11624,9594
ENSG00000092969,TGFB2,1480,878,1024,596,735,1090,1136,886
ENSG00000092978,GPATCH2,1782,2258,1871,1151,1726,1318,1126,813
ENSG00000093000,NUP50,5979,5509,4633,5219,5308,5163,4398,4653
ENSG00000093009,CDC45,2352,2272,2004,2274,2041,2209,2153,2551
ENSG00000093010,COMT,2424,1964,2302,2734,1769,1662,1642,3582
ENSG00000093072,ADA2,333,245,131,212,208,196,263,215
ENSG00000093134,VNN3,0,0,0,0,0,0,0,0
ENSG00000093144,ECHDC1,1877,2068,1432,1271,1727,1336,1506,1274
ENSG00000093167,LRRFIP2,2865,2850,2871,2830,2483,1857,2095,2961
ENSG00000093183,SEC22C,4021,4149,3706,3856,3705,3125,3002,3968
ENSG00000093217,XYLB,361,587,186,237,530,558,635,379
ENSG00000094631,HDAC6,3220,3502,2207,3911,3232,3211,3657,4270
ENSG00000094661,OR1I1,0,0,0,0,0,0,0,0
ENSG00000094755,GABRP,121,83,103,47,70,180,107,39
ENSG00000094796,KRT31,0,0,0,0,0,0,0,2
ENSG00000094804,CDC6,5055,3852,3850,4691,4282,4881,3715,5799
ENSG00000094841,UPRT,423,427,292,363,359,314,256,511
ENSG00000094880,CDC23,3448,3589,2902,2740,2767,2689,2309,2910
ENSG00000094914,AAAS,1960,2009,1588,1752,1595,1632,1752,2607
ENSG00000094916,CBX5,31398,33289,26062,19717,30258,25328,27255,18735
ENSG00000094963,FMO2,0,0,23,0,2,0,10,0
ENSG00000094975,SUCO,3595,4745,3112,2066,3042,3025,3075,2505
ENSG00000095002,MSH2,4619,5719,5349,2831,4939,3695,3782,3761
ENSG00000095015,MAP3K1,3207,3353,2821,1594,2467,2833,2405,2076
ENSG00000095059,DHPS,1831,1974,1875,1454,1735,1742,1599,2125
ENSG00000095066,HOOK2,795,874,465,437,540,532,823,578
ENSG00000095110,NXPE1,2,0,1,0,0,2,1,0
ENSG00000095139,ARCN1,8488,7687,6962,8702,7135,5954,5168,9743
ENSG00000095203,EPB41L4B,83,30,27,102,37,24,32,123
ENSG00000095209,TMEM38B,1540,1823,1634,1368,1504,1147,1006,2262
ENSG00000095261,PSMD5,3455,3008,2021,3128,2512,2385,2655,1839
ENSG00000095303,PTGS1,9,19,51,16,27,21,10,21
ENSG00000095319,NUP188,8177,10356,6188,9580,6044,7005,9499,10370
ENSG00000095321,CRAT,2762,1977,2713,2132,2697,1901,1898,2493
ENSG00000095370,SH2D3C,1019,485,832,772,568,815,651,804
ENSG00000095380,NANS,3470,2712,3764,2821,2787,2211,1875,2727
ENSG00000095383,TBC1D2,4068,2088,2110,6724,1799,2027,1830,6150
ENSG00000095397,WHRN,340,117,105,1054,92,47,141,964
ENSG00000095464,PDE6C,4,1,0,1,1,2,1,0
ENSG00000095485,CWF19L1,1807,2124,1789,2003,1151,1584,1711,2196
ENSG00000095539,SEMA4G,83,206,158,45,173,415,82,63
ENSG00000095564,BTAF1,6252,7735,5356,4189,5253,4853,5235,5121
ENSG00000095574,IKZF5,986,1229,637,800,934,710,824,669
ENSG00000095585,BLNK,57,22,8,280,8,5,3,190
ENSG00000095587,TLL2,83,49,22,64,77,62,56,41
ENSG00000095596,CYP26A1,1,2,0,0,3,3,2,0
ENSG00000095627,TDRD1,5,0,2,0,2,2,2,4
ENSG00000095637,SORBS1,104,66,34,249,115,125,265,487
ENSG00000095713,CRTAC1,224,190,191,306,89,245,271,295
ENSG00000095739,BAMBI,152,135,156,280,122,181,118,283
ENSG00000095752,IL11,122,71,108,583,102,55,50,490
ENSG00000095777,MYO3A,3,0,0,4,3,3,4,5
ENSG00000095787,WAC,7408,7724,6549,5539,6441,6308,5906,5707
ENSG00000095794,CREM,631,598,737,482,577,481,392,590
ENSG00000095906,NUBP2,1480,920,1575,1544,1235,1018,844,1824
ENSG00000095917,TPSD1,0,0,0,0,0,1,0,0
ENSG00000095932,SMIM24,5,0,2,10,2,8,2,2
ENSG00000095951,HIVEP1,3549,2295,1948,3064,2027,2849,3121,2356
ENSG00000095970,TREM2,18,23,52,38,25,13,9,46
ENSG00000095981,KCNK16,0,0,0,0,0,0,3,0
ENSG00000096006,CRISP3,0,0,0,0,0,0,0,0
ENSG00000096060,FKBP5,7104,6575,5862,6230,6069,6061,5632,4489
ENSG00000096063,SRPK1,4357,5207,3411,4309,3866,4348,5124,4532
ENSG00000096070,BRPF3,2185,2213,1774,2139,2196,2336,2530,2732
ENSG00000096080,MRPS18A,1117,1060,1436,1278,1026,802,687,1350
ENSG00000096088,PGC,1,2,0,4,0,2,1,0
ENSG00000096092,TMEM14A,547,570,754,215,528,444,381,245
ENSG00000096093,EFHC1,1088,1559,1060,787,1047,1219,1431,845
ENSG00000096150,RPS18,0,0,0,0,0,0,0,0
ENSG00000096155,BAG6,53,47,73,41,73,81,12,19
ENSG00000096171,VARS1,716,198,747,1020,560,811,482,1199
ENSG00000096264,NCR2,0,0,0,0,0,0,0,0
ENSG00000096384,HSP90AB1,42105,35380,34578,36112,29883,39221,27247,54123
ENSG00000096395,MLN,0,0,0,0,0,0,0,0
ENSG00000096401,CDC5L,5882,6439,5862,4482,5213,4610,4469,5581
ENSG00000096433,ITPR3,14092,8343,6376,23316,7315,8319,8276,22233
ENSG00000096654,ZNF184,743,1042,998,517,955,787,613,594
ENSG00000096696,DSP,606,588,627,1272,751,368,422,1385
ENSG00000096717,SIRT1,1953,2390,2330,1303,1953,1730,1836,1663
ENSG00000096746,HNRNPH3,2788,2330,2294,1709,2112,2048,2453,1898
ENSG00000096872,IFT74,634,909,726,629,650,535,496,630
ENSG00000096968,JAK2,2209,2024,1805,1913,1471,1308,1227,2250
ENSG00000096996,IL12RB1,48,59,49,109,57,69,73,72
ENSG00000097007,ABL1,5636,5074,3318,5721,2941,3295,3496,4919
ENSG00000097021,ACOT7,2494,1368,1878,3736,1721,1637,1275,4157
ENSG00000097033,SH3GLB1,6579,6674,5211,5104,4834,4842,4521,5198
ENSG00000097046,CDC7,1998,2201,1933,1209,1862,1724,1703,1293
ENSG00000097096,SYDE2,756,808,760,626,659,543,470,652
ENSG00000099139,PCSK5,156,77,55,237,77,102,43,310
ENSG00000099194,SCD,4436,3797,3121,2738,3134,5301,5658,4215
ENSG00000099203,TMED1,1223,1014,1880,904,1309,938,678,1212
ENSG00000099204,ABLIM1,3493,3383,2609,4069,2240,2653,2696,4353
ENSG00000099219,ERMP1,2675,3812,3313,975,3352,4223,3763,1074
ENSG00000099246,RAB18,3842,3908,3892,3311,3289,2996,3130,4048
ENSG00000099250,NRP1,7199,5052,4286,5151,3934,4650,4211,5633
ENSG00000099251,HSD17B7P2,107,100,70,171,60,88,81,207
ENSG00000099256,PRTFDC1,563,736,789,366,620,414,478,431
ENSG00000099260,PALMD,1260,846,711,1284,690,819,910,1153
ENSG00000099282,TSPAN15,777,658,773,312,558,859,686,434
ENSG00000099284,MACROH2A2,989,811,1044,1073,967,695,555,1374
ENSG00000099290,WASHC2A,5469,5226,3204,4911,3731,4675,4556,6513
ENSG00000099308,MAST3,902,816,949,997,1045,628,770,1043
ENSG00000099326,MZF1,1049,1046,730,1374,839,844,1276,1164
ENSG00000099330,OCEL1,232,111,188,57,208,130,162,123
ENSG00000099331,MYO9B,8647,5951,3815,13884,5096,5678,6015,11199
ENSG00000099337,KCNK6,708,994,761,816,621,942,821,579
ENSG00000099338,CATSPERG,39,92,44,153,67,77,53,49
ENSG00000099341,PSMD8,6608,5397,6926,7630,5516,4750,3706,9614
ENSG00000099364,FBXL19,1192,548,1147,915,737,711,479,915
ENSG00000099365,STX1B,68,68,52,74,35,35,53,101
ENSG00000099377,HSD3B7,467,319,491,454,413,327,370,269
ENSG00000099381,SETD1A,1599,1211,976,1306,1031,1159,1138,1711
ENSG00000099385,BCL7C,1489,1383,2087,1484,1499,1200,991,1665
ENSG00000099399,MAGEB2,0,0,0,0,0,0,0,0
ENSG00000099617,EFNA2,6,0,7,1,5,6,3,3
ENSG00000099622,CIRBP,3834,3730,4730,3423,2645,1856,2266,3182
ENSG00000099624,ATP5F1D,900,428,1189,715,791,566,377,695
ENSG00000099625,CBARP,193,56,89,280,115,124,52,415
ENSG00000099715,PCDH11Y,190,218,126,129,126,203,230,76
ENSG00000099721,AMELY,0,0,0,0,0,0,0,0
ENSG00000099725,PRKY,948,707,315,1669,541,513,723,1125
ENSG00000099769,IGFALS,8,19,7,6,17,6,10,4
ENSG00000099783,HNRNPM,5382,3966,3538,4266,3442,3972,4429,4130
ENSG00000099785,MARCHF2,1024,595,1317,881,1028,787,601,1302
ENSG00000099795,NDUFB7,1383,1153,2016,1204,1609,1054,779,1421
ENSG00000099797,TECR,2210,1812,2576,1569,2398,2134,2159,1709
ENSG00000099800,TIMM13,1051,858,1181,906,1009,951,622,902
ENSG00000099804,CDC34,1875,915,1896,2393,1516,1314,979,2489
ENSG00000099810,MTAP,2863,3719,2672,2876,2848,2925,3247,2897
ENSG00000099812,MISP,21,32,32,27,13,14,8,27
ENSG00000099814,CEP170B,5157,1865,2216,14920,2227,1717,1381,16434
ENSG00000099817,POLR2E,3710,2636,4417,3537,3205,2722,2546,3514
ENSG00000099821,POLRMT,1822,997,1574,1688,1144,1148,857,1579
ENSG00000099822,HCN2,372,208,272,619,221,280,185,744
ENSG00000099834,CDHR5,45,0,3,3,0,14,1,17
ENSG00000099840,IZUMO4,60,25,79,96,52,38,24,63
ENSG00000099849,RASSF7,746,449,970,482,735,490,417,547
ENSG00000099860,GADD45B,1923,955,1579,2651,1338,1359,1156,2702
ENSG00000099864,PALM,4445,2435,4382,3763,3261,3746,2756,4835
ENSG00000099866,MADCAM1,13,5,10,20,17,20,8,4
ENSG00000099869,IGF2-AS,1,0,4,0,2,0,0,0
ENSG00000099875,MKNK2,7186,3973,6316,13557,5186,5922,4353,16601
ENSG00000099889,ARVCF,2411,1238,1542,5864,1507,1230,1083,4872
ENSG00000099899,TRMT2A,1285,1235,1246,1262,1210,1277,1165,1890
ENSG00000099901,RANBP1,3480,2844,3921,2460,3250,2821,1909,2740
ENSG00000099904,ZDHHC8,1652,946,1077,1984,1175,1026,1060,2000
ENSG00000099910,KLHL22,1765,1991,1341,1893,1340,1746,2046,1604
ENSG00000099917,MED15,4268,3256,1710,4463,2848,2844,3585,4091
ENSG00000099937,SERPIND1,2,0,0,1,0,1,0,7
ENSG00000099940,SNAP29,1919,1743,1934,1859,1393,1215,1111,1682
ENSG00000099942,CRKL,6869,5697,5630,6555,5166,4833,4261,8019
ENSG00000099949,LZTR1,3216,2000,1874,3386,2015,2223,2439,2652
ENSG00000099953,MMP11,294,207,418,254,271,324,332,138
ENSG00000099954,CECR2,509,671,380,461,367,550,510,354
ENSG00000099956,SMARCB1,2650,2069,2438,2224,2345,2019,1866,3057
ENSG00000099957,P2RX6,2,4,21,6,6,6,13,5
ENSG00000099958,DERL3,104,82,148,60,132,200,188,50
ENSG00000099960,SLC7A4,3,5,7,0,4,24,3,0
ENSG00000099968,BCL2L13,3699,3564,3728,4477,3010,2864,2270,5298
ENSG00000099977,DDT,1245,727,1927,911,1402,1038,656,1113
ENSG00000099984,GSTT2,18,13,15,13,7,4,4,10
ENSG00000099985,OSM,0,2,4,1,0,6,2,0
ENSG00000099991,CABIN1,5892,6130,3168,5380,3762,5298,6334,5725
ENSG00000099992,TBC1D10A,1022,761,877,1160,786,810,652,1459
ENSG00000099994,SUSD2,28,10,15,62,25,12,30,84
ENSG00000099995,SF3A1,4903,3527,3525,4672,4496,3339,4079,4713
ENSG00000099998,GGT5,2603,1742,2004,2274,1811,2764,2108,3372
ENSG00000099999,RNF215,772,665,765,785,691,743,577,1039
ENSG00000100003,SEC14L2,2212,1916,1678,2370,1532,1287,1163,1870
ENSG00000100012,SEC14L3,0,0,0,0,0,0,2,0
ENSG00000100014,SPECC1L,7675,7692,5382,6907,6113,6289,6252,8492
ENSG00000100023,PPIL2,2383,2173,1893,1578,1884,1764,1796,1722
ENSG00000100024,UPB1,36,135,31,36,26,22,47,20
ENSG00000100027,YPEL1,591,814,893,325,768,538,746,270
ENSG00000100028,SNRPD3,2964,2702,3255,1790,2733,1910,2027,2063
ENSG00000100029,PES1,2382,1802,1866,2699,1688,1931,1771,3583
ENSG00000100030,MAPK1,11455,10571,8871,10225,10205,9046,8951,11110
ENSG00000100031,GGT1,498,245,281,1037,280,266,216,1070
ENSG00000100033,PRODH,126,136,131,436,144,53,50,499
ENSG00000100034,PPM1F,6892,4183,5262,5999,4019,6346,4463,6497
ENSG00000100036,SLC35E4,1491,486,841,2390,772,999,593,2708
ENSG00000100038,TOP3B,1998,1858,1059,2607,1533,1659,1767,2551
ENSG00000100053,CRYBB3,7,3,1,14,0,11,15,0
ENSG00000100055,CYTH4,18,50,10,122,11,10,26,48
ENSG00000100056,ESS2,913,742,998,1152,807,672,690,1305
ENSG00000100058,CRYBB2P1,975,988,937,1248,981,775,871,937
ENSG00000100060,MFNG,1433,1230,1373,1134,1174,1354,1584,1320
ENSG00000100065,CARD10,2444,1456,1390,3869,1601,1932,1841,3252
ENSG00000100068,LRP5L,668,493,309,804,340,421,531,649
ENSG00000100075,SLC25A1,2940,1612,3617,2352,2787,2266,1729,3213
ENSG00000100077,GRK3,1309,1786,1336,1255,1260,1003,780,982
ENSG00000100078,PLA2G3,0,0,0,0,3,1,1,0
ENSG00000100079,LGALS2,0,1,0,0,0,0,0,0
ENSG00000100083,GGA1,2318,2455,1307,2608,1571,1721,1894,3169
ENSG00000100084,HIRA,2458,2348,1546,2537,1377,1418,1797,2285
ENSG00000100092,SH3BP1,784,756,649,508,739,587,780,524
ENSG00000100095,SEZ6L,1,0,1,0,0,4,8,0
ENSG00000100097,LGALS1,20711,15137,22760,14391,18484,14779,10233,14585
ENSG00000100099,HPS4,2197,2508,1965,3040,2087,1918,2111,3394
ENSG00000100100,PIK3IP1,381,292,378,84,223,224,254,91
ENSG00000100104,SRRD,1131,1414,969,1085,1048,707,878,1881
ENSG00000100105,PATZ1,1279,1134,1191,965,1060,1002,1141,1265
ENSG00000100106,TRIOBP,8844,5782,6826,9382,6220,5930,5320,8233
ENSG00000100109,TFIP11,2226,1934,1671,2422,1600,1812,1450,3070
ENSG00000100116,GCAT,442,444,640,511,486,572,380,482
ENSG00000100121,GGTLC2,2,1,4,0,1,3,4,0
ENSG00000100122,CRYBB1,0,0,0,0,0,0,0,2
ENSG00000100124,ANKRD54,822,643,950,874,752,676,589,1020
ENSG00000100129,EIF3L,11219,13221,14215,8665,11733,8309,8280,10324
ENSG00000100138,SNU13,2904,2695,3334,2626,3718,2093,1841,3191
ENSG00000100139,MICALL1,6556,3390,2866,13738,2721,3161,2459,13628
ENSG00000100142,POLR2F,740,749,795,615,852,620,527,832
ENSG00000100146,SOX10,0,0,0,0,0,0,0,0
ENSG00000100147,CCDC134,337,376,388,325,395,298,257,438
ENSG00000100150,DEPDC5,1193,2197,1083,1046,1196,1546,1679,1114
ENSG00000100151,PICK1,747,724,597,966,628,570,643,1010
ENSG00000100154,TTC28,4818,5357,3813,3640,5440,4586,4543,3031
ENSG00000100156,SLC16A8,0,0,0,0,2,5,0,0
ENSG00000100162,CENPM,1004,1130,1328,818,1000,980,943,957
ENSG00000100167,SEPTIN3,18,13,21,11,16,16,65,2
ENSG00000100170,SLC5A1,3,2,3,0,0,59,3,0
ENSG00000100181,TPTEP1,168,231,154,252,159,182,246,122
ENSG00000100191,SLC5A4,90,164,60,70,83,49,96,56
ENSG00000100196,KDELR3,1108,1072,1239,438,1177,781,697,491
ENSG00000100197,CYP2D6,13,12,5,16,10,10,2,33
ENSG00000100201,DDX17,32896,33242,30658,25877,28996,29814,29353,34786
ENSG00000100206,DMC1,151,221,219,120,168,302,178,141
ENSG00000100209,HSCB,298,341,349,395,262,233,184,342
ENSG00000100211,CBY1,579,644,582,511,642,426,455,803
ENSG00000100216,TOMM22,1135,1152,1681,1226,1327,1083,818,1193
ENSG00000100218,RSPH14,21,1,2,2,13,8,1,0
ENSG00000100219,XBP1,5257,4427,4028,8780,3840,3248,2295,10223
ENSG00000100220,RTCB,3902,4047,3810,3295,3230,2873,2609,3912
ENSG00000100221,JOSD1,5853,4707,5257,9582,4536,4497,3510,8288
ENSG00000100225,FBXO7,4955,4784,4894,5210,4322,3950,3902,5209
ENSG00000100226,GTPBP1,5296,2910,3097,5636,2827,3073,3587,5377
ENSG00000100227,POLDIP3,4066,3611,3721,4179,3368,3179,2736,4795
ENSG00000100228,RAB36,289,200,188,160,156,187,238,142
ENSG00000100234,TIMP3,744,634,680,1023,561,1270,986,1148
ENSG00000100239,PPP6R2,3008,2410,1980,3604,2380,2255,2098,3432
ENSG00000100241,SBF1,8789,5948,5493,9823,6914,5546,6022,9281
ENSG00000100242,SUN2,7775,5814,8139,5181,7017,5769,6184,5340
ENSG00000100243,CYB5R3,6808,4368,6690,5983,5745,4500,3911,6119
ENSG00000100246,DNAL4,481,540,533,537,387,434,404,530
ENSG00000100249,C22orf31,2,0,0,0,0,0,0,0
ENSG00000100253,MIOX,28,40,21,45,24,47,29,111
ENSG00000100258,LMF2,4131,2278,3078,5364,2855,2884,2855,6284
ENSG00000100263,RHBDD3,995,638,948,956,722,682,586,1024
ENSG00000100266,PACSIN2,4148,3421,3167,5171,3033,3719,3248,4782
ENSG00000100271,TTLL1,327,330,407,279,296,222,188,305
ENSG00000100276,RASL10A,14,12,18,34,26,17,9,35
ENSG00000100280,AP1B1,4772,4169,4159,4726,3469,2969,3262,4782
ENSG00000100281,HMGXB4,2204,2964,1986,2200,2104,1722,1993,1536
ENSG00000100284,TOM1,1604,1480,1259,1995,1238,1161,1481,1989
ENSG00000100285,NEFH,462,279,306,395,278,338,227,413
ENSG00000100288,CHKB,1179,1348,830,1352,1265,1011,1170,1380
ENSG00000100290,BIK,39,18,36,42,17,16,6,40
ENSG00000100292,HMOX1,1594,823,1098,4125,1005,1071,831,3475
ENSG00000100294,MCAT,431,293,446,301,417,305,199,360
ENSG00000100296,THOC5,2374,2645,2299,3685,2323,1903,2249,4201
ENSG00000100297,MCM5,8753,8397,8221,8707,7274,8761,9368,11577
ENSG00000100298,APOBEC3H,8,27,20,22,6,14,11,33
ENSG00000100299,ARSA,1393,970,1072,1529,1007,1108,981,2247
ENSG00000100300,TSPO,5814,3007,6438,5123,4883,3830,2822,6235
ENSG00000100302,RASD2,36,21,41,84,29,14,16,89
ENSG00000100304,TTLL12,1395,1023,1207,1365,964,997,1109,1779
ENSG00000100307,CBX7,452,737,466,518,687,368,634,448
ENSG00000100311,PDGFB,464,291,467,506,273,316,348,710
ENSG00000100314,CABP7,3,1,4,13,3,2,1,4
ENSG00000100316,RPL3,25286,25432,35055,17267,28705,16069,15422,19619
ENSG00000100319,ZMAT5,521,494,634,514,501,435,371,611
ENSG00000100320,RBFOX2,6403,6094,5771,4928,5315,4942,4270,5376
ENSG00000100321,SYNGR1,253,348,545,137,338,183,205,94
ENSG00000100324,TAB1,1412,944,742,1200,881,1044,1566,1424
ENSG00000100325,ASCC2,2118,2298,1419,2563,1498,1753,1757,2116
ENSG00000100330,MTMR3,4401,3936,2753,4413,3269,3829,3759,5874
ENSG00000100335,MIEF1,2375,1895,1644,2684,1821,1364,1315,2221
ENSG00000100336,APOL4,249,344,167,292,174,294,429,167
ENSG00000100341,PNPLA5,1,1,0,1,0,8,0,0
ENSG00000100342,APOL1,263,366,105,349,175,166,233,461
ENSG00000100344,PNPLA3,37,53,41,30,66,24,92,60
ENSG00000100345,MYH9,71924,44099,38587,61361,41061,47432,43458,69089
ENSG00000100346,CACNA1I,5,0,9,5,2,12,5,0
ENSG00000100347,SAMM50,1905,1760,1827,1930,1716,1161,1153,1472
ENSG00000100348,TXN2,898,816,1155,988,852,598,603,874
ENSG00000100350,FOXRED2,2632,1794,2883,2427,3174,2437,2244,1883
ENSG00000100351,GRAP2,5,0,7,0,10,6,4,0
ENSG00000100353,EIF3D,9325,9753,8983,9422,8396,7223,6284,11349
ENSG00000100354,TNRC6B,6365,6042,4178,6328,6760,5689,8151,3822
ENSG00000100359,SGSM3,2902,2730,2821,2734,2955,2762,2622,3001
ENSG00000100360,IFT27,990,964,810,840,697,972,1004,882
ENSG00000100364,KIAA0930,2040,1504,1884,2179,1711,1776,1694,2446
ENSG00000100365,NCF4,0,3,0,0,0,0,0,0
ENSG00000100368,CSF2RB,13,9,10,5,7,5,4,0
ENSG00000100372,SLC25A17,1577,1824,1405,1604,1225,1387,1068,1378
ENSG00000100373,UPK3A,0,0,0,3,0,0,0,0
ENSG00000100376,FAM118A,795,968,502,782,529,842,871,527
ENSG00000100379,KCTD17,705,574,849,579,500,580,538,707
ENSG00000100380,ST13,11625,11843,11929,7407,10494,9969,8948,12984
ENSG00000100385,IL2RB,7,40,35,2,18,32,47,6
ENSG00000100387,RBX1,1308,1603,2043,873,1314,1152,1098,755
ENSG00000100393,EP300,6411,8178,3920,7846,5326,6626,7224,5156
ENSG00000100395,L3MBTL2,2662,1990,2450,2071,2029,1938,1839,3197
ENSG00000100399,CHADL,24,15,20,93,30,18,33,145
ENSG00000100401,RANGAP1,6582,4031,5451,5300,4666,4923,4443,7020
ENSG00000100403,ZC3H7B,6501,4668,5007,4918,4237,4916,4119,6610
ENSG00000100410,PHF5A,967,944,1291,736,980,802,542,956
ENSG00000100412,ACO2,3860,3209,3022,4113,3201,2953,2661,5132
ENSG00000100413,POLR3H,1205,993,1249,747,818,731,807,1033
ENSG00000100416,TRMU,1884,1759,1256,1911,1502,1616,1622,1821
ENSG00000100417,PMM1,872,679,679,1047,761,465,574,913
ENSG00000100418,DESI1,1861,1713,1510,2476,1486,1373,1031,2914
ENSG00000100422,CERK,4036,3828,2684,3652,3850,2314,3514,2498
ENSG00000100425,BRD1,2700,2458,1905,3190,1604,2194,2397,2558
ENSG00000100426,ZBED4,1874,1466,1354,1976,1300,1450,1491,1829
ENSG00000100427,MLC1,2,0,1,2,0,7,3,0
ENSG00000100429,HDAC10,938,618,494,1745,807,610,600,1187
ENSG00000100433,KCNK10,40,4,0,32,3,5,4,82
ENSG00000100439,ABHD4,2005,1393,1754,5430,1677,1420,1117,4992
ENSG00000100441,KHNYN,4070,3599,3499,4531,3405,3178,3259,5007
ENSG00000100442,FKBP3,2233,2489,2579,1516,2177,1819,1447,1811
ENSG00000100445,SDR39U1,901,763,951,1017,871,783,796,1161
ENSG00000100448,CTSG,0,0,1,0,0,0,0,0
ENSG00000100450,GZMH,0,0,0,0,0,0,0,0
ENSG00000100453,GZMB,0,0,0,12,0,0,0,0
ENSG00000100461,RBM23,3938,4481,3560,3319,3557,3664,3074,5452
ENSG00000100462,PRMT5,2623,2455,2559,3362,2063,1814,1965,3038
ENSG00000100473,COCH,161,164,301,139,238,260,142,240
ENSG00000100478,AP4S1,523,438,344,375,401,535,514,732
ENSG00000100479,POLE2,915,1528,912,642,986,876,1185,564
ENSG00000100483,VCPKMT,344,401,306,401,388,441,308,488
ENSG00000100485,SOS2,3653,4523,3449,2999,3549,3584,4054,3533
ENSG00000100490,CDKL1,282,311,270,494,194,141,233,376
ENSG00000100503,NIN,7528,8349,5184,6064,5986,5924,6744,4887
ENSG00000100504,PYGL,1506,1374,1308,2559,1619,1212,1311,3753
ENSG00000100505,TRIM9,18,8,24,73,11,9,12,6
ENSG00000100519,PSMC6,3656,4266,3874,2604,3457,2974,2752,3352
ENSG00000100522,GNPNAT1,2978,2698,3038,2817,1850,2424,1502,1644
ENSG00000100523,DDHD1,2322,2774,2152,1557,2269,2310,2299,1086
ENSG00000100526,CDKN3,1391,1558,1753,575,1706,1374,1032,885
ENSG00000100528,CNIH1,3163,4086,4596,2782,3729,3219,2596,2419
ENSG00000100532,CGRRF1,651,728,668,593,497,572,405,1104
ENSG00000100554,ATP6V1D,4511,4188,3117,5823,3560,2640,2266,6477
ENSG00000100557,CCDC198,60,121,16,35,44,53,183,15
ENSG00000100558,PLEK2,1103,715,914,1731,757,475,517,1442
ENSG00000100564,PIGH,390,439,406,380,330,295,261,400
ENSG00000100565,LRRC74A,0,0,0,0,0,1,0,0
ENSG00000100567,PSMA3,2980,3092,2903,2027,2719,2339,1756,2238
ENSG00000100568,VTI1B,3119,2852,3039,3071,3282,2200,1824,3112
ENSG00000100575,TIMM9,656,618,668,630,520,626,390,990
ENSG00000100577,GSTZ1,809,1077,1230,555,997,370,481,449
ENSG00000100578,KIAA0586,2615,3141,2400,1685,2734,3219,2382,2069
ENSG00000100580,TMED8,3246,3837,3209,2124,3128,2500,2277,2350
ENSG00000100583,SAMD15,31,40,35,31,26,27,27,23
ENSG00000100591,AHSA1,2492,2135,2080,2590,2070,3054,1865,4167
ENSG00000100592,DAAM1,1282,1523,936,1188,962,881,1011,1095
ENSG00000100593,ISM2,5,30,21,9,7,9,11,8
ENSG00000100596,SPTLC2,8650,7307,6103,6116,5821,7339,7497,5574
ENSG00000100599,RIN3,528,695,416,637,472,335,321,422
