RR3_HRT_FLT_F1	RR3_HRT_FLT_F2	RR3_HRT_FLT_F9	RR3_HRT_GC_G7	RR3_HRT_GC_G8	gene_symbol
6	6	13	0	8	Gdf2
2713	2414	4017	2168	1227	Lyrm9
42.98	32.7	42.04	31.55	21.74	Adam1a
19	16.14	21	18	4	Zfp783
0	4	0	0	9	Mansc4
9	2	6	1	0	Spef2
4	0	3	0	0	Ugt3a1
136	151	226	98	59	Tmem254
152.15	140.84	232.26	157.28	66.32	Rpl37rt
156	86	169	96	80	1500011B03Rik
4695	3941	6832.58	3567	2239	Smim10l1
0	2	0	0	0	Or2t1
24471	19214	34637	17139	11567	Myo18b
238.36	225.2	384	303.47	91	Gm6712
42	26.63	48.85	18	24	4930522L14Rik
16	15	15	13	4	5430403G16Rik
47.48	9	25.09	10.84	6.63	Acrbp
6614	4713	9087	5137	2548	Grcc10
36	38	34	49	17	Zfp951
40.7	17.01	30.63	19.37	1.13	Gm10420
739	743	1019	549	404	Cep170b
0	0	0.63	2.77	0	Mir546
76.8	46.15	108.74	6.13	32.37	G530011O06Rik
2.28	2.38	105.88	3.3	0	Serpina1e
826	965	1279.91	729	575.94	Rybp
442	441	700	394	226	Gpr27
2	0	0	0	0	Gm10433
345	265	434	208	151	Nfxl1
81	47	56	38	26	4933439C10Rik
165.48	83	189.64	127	58	Gm12258
10	8	4	1	5	Noxred1
1158	1026	1071	597	314	Sod3
5	1	2	1	0	Nup62cl
1	5	0	0	0	Ripply1
13408	12459	21726	11220	6616	Ptgr2
1012.93	1033.94	696.82	349.54	262.02	Acot1
1	8	0	0	0	Gm5878
6.37	0	18	6.91	3	Tmsb15l
1382.17	1742.74	2044.29	1411.36	598	Bhlhb9
154.6	174.33	258.26	279.02	135.09	Gprasp2
433.17	423.56	727.16	377.36	226.52	Armcx5
16	5	17	2	1	Adam4
18	17	11	10	9	Gm4787
20	6	23	11	5	Oip5
15	25	20	26	14	Gm10451
1992	1378	3021	1266	863	Vamp5
13	7	30	10	7	Gpr174
4	0	0	0	0	Gm5127
512	434	656	480	180	Uprt
2	3	2	0	0	Gm1070
0	0	2	0	0	Atoh1
0	0	0	3	0	Gm5570
1	0	0	0	0	Gm14812
484.07	623.26	804	461	281.77	Zxdb
36.62	7.57	12	55.79	10	Hbq1b
1	4	4	3	0	9130019P16Rik
9	4	12	6	5	Gm8098
6	4	4	0	0	Cfap47
4869.22	5163.88	9569.82	4342.86	2859.39	Srp54a
3	0	0	0	0	Smim9
566	563	836	461	294	Lrrc61
0	2	0	5	0	Drc1
0	1	3	0	0	Gm10471
0	0	7.24	0	0	Gm7347
1	7	0	2	0	Speer4a
1	2	0	0	0	Xlr3b
0	0	5	3	0	Gm1141
1050.88	932	1768.72	930	613	Vma21
1141	967	1571	972	587	Tmem185a
1	0	4	0	5	4930599N23Rik
516	342	716	357	176	5031425E22Rik
787	702	1226	870	358	9330158H04Rik
3074	2946	4816	3005	1439	1810058I24Rik
0	1	1	0	0	9030624G23Rik
552	501	992	551	319	Zfp449
1	6	7	2	2	5730507C01Rik
23.16	14.04	13.49	28.37	3.95	Bnip3l-ps
22	20	22	9	10	Ccdc160
0	0	2	3	0	Speer4c
6	7	26	5	3	Klf14
0	0	2	0	0	Gm8773
134	93	200	91	79	2500004C02Rik
0	0	1	0	0	Dnmt3aos
8	21.36	30.46	20.4	12	Nudt10
61	65.64	93.54	54.6	70	Nudt11
18	7	11	11	5	Lrrc30
1	0	1	1	0	Arrdc5
0	0	9	1	0	Trim40
134	16	48	119	35	Trim10
0	0	0	1	0	Gm8909
2	0	3	2.1	3	H2-T-ps
8	0	0	0	1	Gm6034
1	0	0	0	0	Mucl3
75.81	94.96	87.11	129.93	118.78	H2-Q6
5455.81	5143.66	6816.05	5327.61	4644.01	H2-D1
72	48	127	63	40	Lst1
10	9	6	3	0	Ly6g6d
1	1	5	12	1	Mpig6b
800.71	1221.7	2865.01	555.25	558.56	C4b
380	466	670	662	452	H2-Ab1
3065.25	2693.77	4801.71	2579.76	1518.11	H2-Ke6
411.55	294	510.68	269.47	180	Zfp414
3	6	2	0	0	Cyp4f15
119	143	277	154	82	Gm4924
3	1	0	2	0	Gm10505
21	8	25	12	1	Arhgdig
133	59	80	66	61	Wdr90
920.68	829.12	1478.91	822.68	357.47	Nme3
901.88	637.03	1040.07	557.92	318	Eme2
262	194	403	203	128	D330041H03Rik
1	0	0	0	0	Smok2b
14	13	29	3	3	Pnldc1
326.78	238.31	414.37	279.34	149.81	Sft2d1
1394.92	1077.13	1947.16	944.74	561.42	Rsph3a
48	44	82	39	23	D730003I15Rik
1491	1300	2282	1245	720	Mtarc2
278.1	563.7	468.58	248.02	176.05	Ifi204
229	1202.47	417	276	177	Ifi207
5	3	4	3	8	Ifi213
8	23	15	12	21	Dok6
2	0	11	0	2	F830208F22Rik
29	12	38	3	51	Pappa2
3013	3952	5601	2711	1606	Gm5532
417	415	765	444	224	Cep76
50	19	37	36	15.01	Gm4951
22903	21258	34692	17320	11920	Ppp1r12b
806.92	750.56	1031.58	680.95	353.56	Csnk1g3
1	5	1	16	10	Prr16
0	0	0	1	0	Grxcr2
331.83	344.85	537.98	253	206.74	Pcdhb22
5	1	21	9	2	Smim33
662	534	1009	591	247	Ecscr
4037	3390	6225	3685	2483	Prob1
61.47	38.37	82	52.27	30	Gal3st2c
1231.8	1152.17	1827.17	1067.23	597.51	D2hgdh
3193	2484	5396	2639	1321	Cops9
49	48	109	43	14	Fbxo36
3228	3383	5067	2915	1465	Rab18
0.41	261.14	0.58	482.52	101.25	Rpl27-ps3
2149	2064	3600	1757	1085	Wdfy1
18	9	9	19	4	Catip
2	2	3	0	0	Apol7d
8534	8939	14229	6997	4759	Nbeal1
6047.41	5313.72	10378.04	5140.31	3016	Hspe1
553	464	660	377	267	Pgap1
25	23	30	17	13	Tmem88b
204	211	324	141	51	Faap20
3971	5007	6015	3373	2012	Klhl21
20245.02	15246.79	32167.01	18259.42	7971.23	Rpl31
37	24	38	39	4	Cenps
0	0	0	2	0	Gm13102
2058	2265	3554	2136	1056	Lmbrd1
4	8	11	7	3	Tmem51os1
2	0	0	0	0	Ppp1r14bl
9	10	6	3	0	Cplane2
1.32	1.3	0	1	4.51	Gm10566
1	0	0	0	0	Gm16287
968	692	1295	770	306	5730409E04Rik
125	132	188	106	58	Sh3d21
3	0	0	0	0	Gm12863
77	42	85	42	24	Btbd19
835	828	1220	674	387	Kti12
21	46	50	30	12	Gm10575
104	35	169	67	26	Efcab7
278	267	438	218	98	Alg6
1	0	1	0	0	Spef1l
21	32	54	27	24	Cdkn2b
3	0	2	0	0	Nps
2	5	8	9	0	Insyn2a
0	9.67	9.02	0	0	Mup14
0	0	16.96	0	0	Mup11
9061.22	8682.92	14249.55	7706.52	4368.67	Tufm
0	0	81.07	0	0	Mup7
15	5	11	6	9	Iqck
1.19	1.02	8.08	0	10.67	Gm13305
5.59	2	5.38	3.5	3	Gm13306
0	0	2.43	0	0	Gm13304
32.49	35.08	29.52	15.97	18	Ccl27a
2769.9	2039.54	4420.66	2452.7	1247.33	Il11ra1
4	0	0	0	0	Or2ag19
83	56	94	33	24	Mob3b
40035.79	7829.96	31656.86	82485.72	6542.09	Hbb-bt
1	0	0	0	0	Or52ae7
0	1	0	0	0	Or51f5
571	444	707	377	204	Trim68
1	0	0	0	0	Or52k2
1	18	8	12	5	Or51r1
555	589	636	487	226	Rhog
599	444	877	468	222	Ggh
37	43	63	36	6	Ttpa
3	0	1	0	0	Or2at4
1055	641	1422	855	464	Klhl40
4	2	4	8	0	B3gnt6
332	177	313	142	88	4632427E13Rik
5.66	0	5.29	0	0	Slc22a13
1268	1241	1904	1043	779	Exoc8
1.02	0	1.02	0	2.07	Gm5921
45	28	45	45	4	4930520O04Rik
4	0	0	0	0	Fbxw18
70	65	58	54	17	Osgin1
5817	5711	6805	4448	2321	Mlycd
13	8	19	25	5	Fam169b
767	489	1135	599	313	Snrnp40
1547	1195	2336	1151	716	Svip
1244	1094	1852	1010	654	Rbm15b
0	0	0	0.77	0	Rpl10-ps2
12	5	9	1	4	Mrgprx2
0	0	5	0	0	Saa1
21	11	12	3	3	Ntf5
16129	11948.61	24148	14737	6726	Rpl13a
6	7	15	6	1	4930513N10Rik
27	18	41	32	1	Il4i1
1	1	0	9	5	Gm10634
135	129	188	190	214	Nlrc5
184.19	157.93	281.66	165.92	76.78	Zfp976
0	0	1	0	0	Vmn2r-ps54
413	464	632	413	273	Zfp788
196.94	222	384.18	148.98	98.64	AW146154
1122	1389	1529	797	455	Plekhf1
8.39	5	6.99	9.34	0	Gsta5
420	365	629	387	132	Znhit6
19.09	23.02	49.69	4.93	29	Gsta1
122	138	239	105	36	Zfp791
7	4	8	3	1	G430095P16Rik
41	52	18	100	0	Adh6b
651	1479	766	471	172	Adh1
655	413	957	506	292	Sdhaf1
1809.01	1462	2678	1519	1032	Dnajb14
27	11	30	20	35	Misp3
79733	64777	136561	66763	28915	Cox7a1
102	62	153	69	45	Gm10644
109	81	177	76	51	Zfp382
1764	1882	2938	1636	1058	Zfp568
998	846	1475	847	310	Spint2
1057	925	1554	939	562	Ap1ar
55	50	66	28	23	Cib3
1407	1117	1730	1069	419	Dda1
6.72	28.18	1.05	2	0	Cyp2a4
0	0	4	1	8	Gramd2
1	1	0	3	1	Erich4
807.69	740.77	1016.31	260.51	264	Amy1
3.65	0	2.54	0	0	Amy2a5
83	7	51	140	10	Rec114
713.85	761.09	1108.49	528.7	353.79	Ceacam1
2	0	0	0	0	D930028M14Rik
7	13	15	18	13	Phldb3
3	0	1	7	0	Gm12522
124	67	187	102	57	Zfp94
101	115	168	108	77	Zfp109
3914	4307	5926	3141	1947	Peak1
4	10	7	4	2	Apoc4
13.43	3.8	9.57	14.14	0	Ovgp1
34	21	47	57	30	I830077J02Rik
3	8	11	3	0	Tmigd3
21	24	30	22	0	Tnfaip8l3
3	1	9	1	0	Kcnd3os
160	167	249	106	118	Ccdc61
20	43	40	30	16	C5ar2
6536	5469	8146	3747	2134	Ehd2
0	2	0	1	0	Sult2a3
101	76	106	63	27	AI429214
1	0	0	0	0	Gm10684
83	37	61	37	12	Gm15441
289.1	92.04	201.04	123.44	118.2	H3c13
448	378.96	498.93	270.09	251.01	Zfp865
275	168	244	134	77	Zfp628
236.29	160.69	321.92	125	40	Mir100hg
41.5	20.26	33.07	14.4	1.59	Pira11
0	0	2.81	0	0	Pira2-ps2
0	0	8.65	0	1	Pira6
2	1.01	0	3	0	Gm10693
1	0	0	0	0	Sprr2a3
2.13	6.9	22.98	0	0	Potefam3a
2	1	0	2	0	Pate2
1643	1241	2490	1295	632	S100a16
649.93	485.47	1163.88	581.98	279	Gm15417
161	102	249	171	91	Spc24
75	45	67	51	28	Mex3a
0	2	2	0	0	Bglap
1	0	0	0	0	Bglap3
9	14	20	5	7	Clec4g
47	54	77	72	17	Zfp558
253	221	215	119	85	Fat3
743.6	664.77	1127.79	656.06	375.92	Arfip1
3	1	1	0	0	Gm10710
1523.52	1142.34	2036.39	1262.44	700.09	Zfp971
357.93	399.63	667.88	222.05	207.86	Gm14296
8	11	3	16	7	Zfp972
0	0	3.66	1.16	0	Rps8-ps4
0	0	6	0	0	Gcnt7
53	26	46	66	20	Cass4
0	1	0	0	0	Kcng1
144	116	283	124	99	Mocs3
37	26	44	36	14	Ripor3
449	515	691	307	134	Zfas1
113	98	167	148	32	Lekr1
13	14	15	1	3	4931440P22Rik
5417	4870	8345	4221	3040	Arfgef2
0	0	0	0	3	Ankub1
5	11	17	11	8	Wfdc6a
8	3	18	6	0	Mgst2
16	22	42	19	5	Tox2
5	1	5.64	2	12.68	Fundc2b
519	506	563	310	118	Mafb
256	241	324	273	100	Gm826
0	0	8	0	0	Arhgap40
8	1	5	1	0	Mroh8
1337	779	1890	934	701	Tmem267
96	62	117	53	14	3110070M22Rik
4	2	3	4	0	Sox2
1	1	6	0	0	Rdh16f2
769.56	671.89	1097.36	470.77	265.24	Cpne1
9	6	15	6	4	6430550D23Rik
1427	1078	2104	1179	672	BC029722
2822	1270	2975	1361	792	Myh7b
0	6	15	0	0	Lrrc31
4993.82	4707.64	8231.1	4315.06	2316.85	Eif2s2
90	57	122	24	37	Kif5a
94	81	134	102	44	Tspyl3
0	0	0	1	0	Ttll9
216	88	368	96	105	Foxs1
1	6	7.66	7	2	Sirpb1c
8	2	7	1	0	Defb25
293	250	522	290	177	Zcchc3
10255.26	9964.91	16555.9	8707.8	5445.01	Csnk2a1
19	12	38	36	13	Ccl28
4	0	3	0	0	Zfp345
271	209	376	243	93	Zfp950
34	14	5	0	2	Syndig1
104	105	217	76	65	Fndc10
2766	2632	4267	1855	1300	Thbd
2660	2885	4020	2139	1450	Pdzd8
1482	1438	2400	1268	692	Atxn7l3b
4586	3747	7432	3752	2264	Kiz
1159	922	2100	932	478	Smim26
0	0	0	2	0	Gm5535
61	44	70	65	21	Ism1
12	74	89	15	0	Bhmt
0	9	30	2	0	Ankef1
3025.4	2587.38	4686.46	2524.62	1351.09	Ube2n
66	56	42	55	8	4833422C13Rik
0	0	1	0	0	AU019990
383	429	478	439	159	Plxnc1
1458	1120	1905	920	591	Hspa12b
2175	2710	3299	1430	1019	Arrdc3
6	16	13	6	1	Slc4a11
406.76	267.2	564.63	294.24	191.01	Itpa
171	129	337	106	60	Gas2l3
341	240	492	207	157	Hps6
76	60	132	67	32	Morrbid
6	6	6	6	15	Papolb
0	2	1	0	0	Pdzd7
20.16	23.92	32.58	7.24	2.48	Rslcan18
598	907	918	499	348	Itpripl1
32	18.02	57.04	9.02	11	Gm10767
473	449	795	427	185	2010315B03Rik
13	4	5	3	0	Hpse2
164	112	299	145	117	BC025920
138	127	335	106	60	Platr25
201.23	220.48	305.27	160.73	97.25	Zfp934
203.77	247.52	348.73	193.27	59.75	Zfp808
122.03	165.72	122.01	112.56	68.56	Ctla2b
2	0	4	0	0	Mageb3
0	0	3	0	0	Cyp2c68
29845.58	23836.51	47886.35	24868.45	12740.85	Serf2
929	745	1172	654	328	Grk6
459	377	656	321	172	Lcmt2
3	1	0	4	0	B3galt5
296.4	248.32	350.31	233.04	484.05	Ifit3
39	12	38	20	23	Sptbn5
1519	1312	2546	1270	775	Ranbp6
22	25	38	25	10	Gm14207
537	439	630	381	254	Chst14
833	1325	1432	817	511	Inafm2
275	280	364	308	104	Fam122a
497	564	822	437	274	Pak6
1785	1828	2806	1471	847	Ptar1
0	0	2	0	0	Grem1
29	28	48	34	24	Ano3
403	398	590	270	157	Fibin
4.02	0	0	0	0	Actg-ps1
5	4	5	3	0	Gm9342
14	18	23	1	0	Wt1os
5033	5443	7480	3944	2563	Qser1
538	430	751	472.13	240	Nrbf2
732	724	1150	835	449	AW112010
28	19	29	14	11	Fjx1
0	0	0	1	0	Accsl
0	0	0	1	0	Gm10804
386	283	603	312	111	4631405J19Rik
408	282	521	306	141	Prdm11
307.89	155.36	225.36	209.54	154.35	H2bc3
56	63	57	58	15	Nxpe3
266	193	382	172	106	Zfp408
0	1	0	0	0	4930431P03Rik
4	0	0	0	0	Slc22a29
4966.45	4278.81	8521.76	5011.85	2466	Yae1d1
0	0	0	0	6	Or4x15
2	0	0	0	0	Or4a74
0	1	0	0	0	Or4c125
0	1	0	0	0	Or4c121
21	17	32	14	7	Cd80
57	10	13	53	20	F930017D23Rik
2	0	0	0	0	Fads2b
147	253	548	233	147	Lrrc55
0	7	13	0	0	Ccdc162
201	163	281	184	89	Znhit2
980	753	1944	919	509	Ccdc58
4172.65	7461.03	7523.33	4445.27	2711.67	Amd1
12459	12014	14883	9201	4588	Heg1
21	36	27	17	2	Cerkl
3	0	0	4	0	Tnk2os
19	3	37	13	14	Cenpw
0	0	1	3	0	Pjvk
3	0	0	0	0	Bex6
0	0	6	1	4	Pde11a
586.55	470.97	640.83	342.94	282.23	Ttc30a1
99.33	64.63	160.11	82.82	21.17	Ttc30a2
1339.12	1174.4	1824.06	942.23	605.6	Ttc30b
0	1.2	5.8	0	0	Gm13653
453.96	236.11	798.69	461.06	219.81	Mrpl23-ps1
897	898	1103	758	322	Wipf1
4	0	3	6	5	Gm1968
1627.67	1508.41	2052.31	1086.01	598.01	Carns1
13	10	5	11	7	Aldh3b2
0	1	4	0	0	H60b
5	3	1	3	0	Erich2
0	0	2	0	0	Sp5
4394	4278	7227	4000	2145	Klhl41
70	62	96	47	19	Scn2a
1009	1113	1670	810	692	Fign
319	337	452.68	318.88	187	Zbtb2
2	0	0	0	0	A930003A15Rik
9	4	6	14	0	Rprm
4035	4242	6466	3158	2024	Rc3h2
119	54	115	61	16	Reno1
442.95	360.68	732.71	340.09	175.93	Glo1-ps
0	1	2	0	0	Hoxc4
64	52	83	43	13	Smim41
37	21	39	30	28	Prcd
2948	3131	4145	2533	1419	Fnbp1
1276	1122	1918	1044	662	Dolk
1	0	0	0	1	Smim6
6	3	3	0	0	4930594M22Rik
1585	1044	1906	1155	655	Dnlz
2657	2881	4345	2303	1463	Alg10b
777	672	1168	691	415	Commd6
7.48	10.69	6.33	13.53	8.2	Kbtbd6
583	527	1058	548	238	Gm13375
0	2	0	0	0	Malrd1
1484.97	1164.25	2441.71	1244.54	662.75	Aarsd1
2	0	0	0	0	Urad
12	15.05	8	0	0	Cyp3a41a
0	9.95	0	0	0	Cyp3a41b
1	0	0	0	0	Gm5464
2	1	12	6	0	Gm10863
6.31	1	8.43	8	0	Pms2
0	0	1	0	0	Defb30
10	9	25	10	0	Gm12359
0	0	2.06	2.03	0	Gm16409
18	13	31	5	3	Hoxb2
1608	1480	1982	1273	651	Nrbp2
11	8	24.75	7	8	Gm10874
646	555	802	422	266	Nynrin
10	17.76	15	14	0	Gal3st4
5184.18	4746.12	7427.73	4025.02	2749.89	Zfp652
297.41	300.37	279.14	203.86	92.31	Zc3h3
2429.24	2016.02	2931.52	1487.69	1698.42	Ly6a
3	108.39	171.07	25	99	Cyp11b1
0	1	2	0	0	Slurp2
6762	6866	10337	5865	3537	Selenot
1022	968	1692	909	469	Selenos
1299	1027	1589	988	413	Selenom
1356	1432	2270	1187	880	Selenoi
1285	1445	2281	1142	587	Txnrd2
6924	6658	11266	6203	3354	Msrb1
31291.16	27423.14	46122.47	25542.28	13700.03	Gpx4
0	0	10	0	0	Dio3
0	0	0.98	0	0	Mir707
2.74	0	1.64	0	0	Mir719
10	0	6	0	0	Hus1b
2280	573	2913	1679	759	Sox4
2760.32	2650.7	4035.39	2362.44	1412.03	Ywhaq
16	16	20	14	1	Cep295nl
11	10	20	11	0	Wfdc3
1742.9	2369.79	2378.62	1082	817	Acsf2
570	348	843	424	242	Selenoh
0	0	1	0	0	Mog
204.44	207.54	321.9	182.83	59	Ass1
5	0	1	0	0	Trbv1
3	0	3	0	0	Trbv2
1	0	0	0	0	Trbv3
7	0	1.27	0	0	Trbv5
4	4	0	0	0	Trbv13-1
0	0	0	2	0	Trbv13-2
2	0	1	1	0	Trbv13-3
2	4	0	0	0	Trbv14
1	0	0	2	0	Trbv19
0	0	1	1	0	Trbv20
4	0	0	5	0	Trbv29
131.15	29.01	45.91	88.16	3	Trbc2
7	0	0	0	1	Trbv31
0	0	7	2	0	Igkv2-137
0	0	0	5	0	Igkv17-127
1	0	0	2	0	Igkv17-121
6	0	13	2	0	Igkv16-104
2	6	18	0	0	Igkv15-103
0	0	0	2	0	Igkv12-98
4	0	0	0	0	Igkv4-91
0	0	3	0	0	Igkv12-89
0	0	0	3	0	Igkv1-88
4	0	2	5	0	Igkv4-86
1	0	2	0	0	Igkv13-84
1	0	19	0	0	Igkv4-74
1	1	4	3	0	Igkv4-72
0	0	0	1	0	Igkv4-69
0	0	0	3	0	Igkv4-68
0	3	0	0	0	Igkv4-63
5	0	2	0	0	Igkv5-48
2	0	0	2	0	Igkv12-46
0	2	0	0	0	Igkv5-39
4	2	9	2	0	Igkv6-32
3	0	0	0	0	Igkv8-30
1	0	0	0.5	0	Igkv6-29
0	0	1	0	0	Igkv8-27
0	1	0	0	0	Igkv8-24
6	0	5	5	0	Igkv8-21
1	0	0	0.5	0	Igkv6-20
0	0	7	0	0	Igkv8-16
2	0	0	0	0	Igkv6-13
3	1	1	1	0	Igkv3-7
140	217	317	383	42	Igkc
0	4	0	0	0	Ighg2c
0	4	3	3	0	Ighg2b
2	7	2	0	0	Ighg3
707	470	780	1264	300	Ighm
5	0	0	5	0	Ighv3-5
3	0	0	4	0	Ighv1-47
3	3	0	0	0	Trgv6
1	0	0	0	0	Trgv5
1	8	17	2	0	Trgc1
2	0	5	3	0	Trgc2
0	1	2	1	0	Trgv2
2	1	13	5	1	Trgc4
0	3	0	0	0	Trav16d-dv11
1	0	0	0	0	Trav14-1
0	6	2	6	0	Trdv4
8	2	0	35	0	Iglv1
28	24	43	98	5	Iglc2
1	2	1	0	11	Iglv3
1	0	2	4	0	Iglv2
12	16	32	24	11	Gm24119
6.64	0.84	7.7	0	0	Snora17
0	0	1	2	0	Gm22270
17	38.98	61.92	27.95	11	Gm26079
1	0	0	2	1	Gm22786
36	17	50	21	16	Gm24336
7036.38	7272.25	9068.2	5204.26	2976.98	Rab11b
2	3	3	0	4	Gm24233
0	0	0	4	4	Gm24888
0	0	1	0	0	Snord1b
41	31	45	12	21	Gm23946
1	2	4	7	5	Snord89
0.86	0	1.84	0	0	Snora64
738	1034	1695	815	388	Snord17
11	3	18	2	4	Snord83b
131	51	104	71	46	F630028O10Rik
22.15	19.8	22.6	18.64	5.27	Rpl23a-ps3
0	0	1	0	0	Fam170b
1.09	1.12	2.25	1.65	2.21	Srsf3-ps
46	71	64	25	34	Ankrd63
2438.23	2108.55	3417.96	2294.1	1322.85	AK157302
8	1	10	2	0	Gm17344
4	0	0	0	1	Capns2
235.53	123.6	260.68	168.71	126.39	Psme2b
172.62	114.35	207.05	139.62	32.89	Gm12184
1.01	4.03	2.02	0	0	Fem1al
33	15	33	14	3	Erich3
0	4.34	0	0	9.77	Gm2574
0	14.19	0	0	0	Lenep
1.01	0	4.05	1.01	0	Gm20900
720	720.98	1158.74	607.23	470.56	Chml
75	89	117	33	41	Dnm3os
1010.4	666.84	1245.83	756.11	542.62	Gm2000
137	108	202	116	57	Tmem203
463	229	495	289	253	Nrarp
597	509	922	497	257	Klhdc7a
0	0	2	0	0	Fam43b
464	376	84	324	186	Airn
1167.79	900.53	1634.49	688.4	383.69	Hmga1b
4.05	1.25	1.23	0	0	Gm2606
0	0	1	0	0	Foxd1
111	56	98	31	6	AI593442
253	202	345	164	117	F8a
963	642	1281	798	393	Sf3b5
462	428	877	460	389	AW011738
284	209	309	174	70	Smim1
2	0	4	0	0	Mos
0	0	3.05	1	0	Gm6316
103.6	41.98	0.3	84.68	0	Gm4294
1597.34	1105.85	2442.02	1336.87	697.88	Sarnp
7199.27	6358.43	9058.6	4778.1	2746.7	Ctdsp2
158	121	331	111	70	AU041133
174	91	172	110	14	Smim24
1581.92	1035.59	1934.39	1200.13	651	Dohh
0	0	0	7	0	Gm10941
25	16	35	11	5	Ppil6
14	1	6	4	0	Raet1a
1140	893	1753	873	478	Abracl
41.88	13.23	90.63	3.44	1	Plekhn1
19281	17860	29919	15525	10189	Perm1
6	5	4	10	1	Cfap74
11	4	15	2	2	Gm13090
322.66	236.44	367.25	226.65	119.14	Zfp984
349	328	402	270	96	Zfp982
124.74	318.27	326.07	249.25	85.86	Zfp268
1933.06	2296.6	3093.71	1735.42	1240.64	Ddi2
4971.35	4525.98	6420.45	3684.47	2030.45	Emc1
12	19	26	11	0	Aunip
3	1	8	5	18	Gm17068
115	146	121	121	78	Nkain1
31	56	89	14	20	Zfp995
7	5	8	0	0	Dcdc2b
2	0	0	0	0	Fam229a
6976.11	6600.32	10522.53	4959.24	3422.08	Bnip3
340	256	468	301	178	1110065P20Rik
943	552	1236	789	472	Ndufaf8
11752.97	11060.99	18961.93	10663.28	6772.97	Ube2d3
224	158	261	124	70	E430018J23Rik
1328	1268.65	1991	1022	558	AU022252
0	2.45	6.57	0	1	Ccdc24
7	1	11	1	0	Hs3st4
1.43	2.25	11.93	0	1.13	Gm4609
1	0	3	0	0	1700092K14Rik
3495.43	3683.45	5315.77	3912.76	4174.4	Gvin2
91	65	176	54	59	1810010H24Rik
0	0	3	3	0	Fyb2
19	13	3	16	9	Trim30c
855	863	1047	549	354	Smarcd2
6438.54	5995.27	10781.52	5466.22	3604.44	Ccdc47
7	0	0	1	0	Tomt
0	2	0	0	0	Lrrc37a
21465.4	19738.38	34402.81	17863.25	8300.57	Gm7336
203	157	234	124	35	Gm11627
48	42	77	66	23	Gm17546
5	8	3	3	0	G6pc
19.04	18	42.06	26	23	Aoc2
2735	2377	3843	2443	1348	Psme3
9	13	24	8	2	Cntd1
3435.74	3269.51	5282.74	2880.55	1645.82	Vps25
15008	13807	21397	12817	6938	Fam174b
3959.84	3402.84	5882.61	3264.81	1947.97	Chd2
0	2	126	3	0	Mup20
0	0	9.58	0	0	Mup19
1043	1098	1436	842	519	Casc3
0	1.05	0	0	0	Mup10
460	329	737	509	255	Tm2d3
0	0	11.73	0	0	Mup1
0	2.11	0	0	0	Mup9
935	856	1502	766	389	Cisd3
36	31	30	40	4	D030028A08Rik
6826	6100	12030	6183	3226	Tomm5
1011	951	1565	796	507	Tmem8b
7	15	3	2	0	Msmp
0	0	0	3	0	Fam205a1
4.92	7.43	1.26	6.3	0	Il11ra2
0	0	0.6	0	0	Fam205a2
9.11	7.92	5.1	1.03	3	Gm20878
187.73	229.35	254.34	218	96	Haus5
17	10	17	45	22	Slfn1
1211.49	930.93	2207.66	1074.22	667.39	U2af1l4
80.94	66	121	61	32	Zfp566
147.64	67.24	184.35	93.07	69.18	Evi2a
9	7	9	10	6	Rad54b
0	0	2	0	0	9530053A07Rik
364.72	281.49	564.7	315	101	Zfp59
6	4	13	3	0	Gm5150
0	0	0	3	0	Gm9733
2283.85	1733.36	4143.12	2098.61	1129.31	Rbis
520	448	738	345	186	BC024978
0	0	2	0	0	Cyp2t4
401.54	396.34	693.73	316.11	201.52	Dph1
725	532	875	588	286	Dact3
1	7	6	3	0	Ceacam15
0	10	13	1	0	Sult2a1
0	0	2	0	0	Sult2a5
13	7	7	41	0	Gp6
10888	10095	16324	8972	5007	Eif5a
1302	1059	1771	1036	612	Leng1
369	354	530	278	151	Cacng6
17	21	41	20	12	Prkcg
4	2	8	4	1	Nlrp12
5	4	12	5	0	Gm17382
496.24	337.5	654.71	420	249	H2ac25
611.51	560.95	811.75	732.1	1553.13	Igtp
310.07	338.39	568.9	322.27	183.53	Zfp931
903.5	869.05	1192.21	746.85	400.39	Gm14326
76.24	50.71	44.94	25.56	52.29	Gm14322
1723.54	1403.9	1774.98	1084.81	858.06	Zfp970
63.65	55.94	57.62	37.96	64.83	Gm14418
48	44.06	75.32	27.04	13	Gm14412
223.86	230.26	414.82	223.96	126.18	Gm14410
519.22	404.82	492.94	394.91	250.21	Gm14295
458.84	359.39	731.98	378.69	198.28	Gm14305
652.61	582.24	1074.22	561.09	333.68	Zfp973
67.25	14.68	102.92	7.18	8.33	Gm14308
5.22	0.52	29.82	147.28	0	Gm14434
190.66	221	293.57	46.87	212.61	Gm2026
176.5	81.84	81.17	79.92	96.19	Gm6710
556.51	458.51	553.27	513.56	349.79	Gm14288
149.01	5.58	11.56	108.98	0	2210418O10Rik
219.82	153.66	344.24	160.65	125.35	Zfp965
332.97	186.25	348.27	193.37	91.48	Gm4724
78.45	71.42	138.41	48.45	46.87	Zfp968
867.99	868.87	1252.52	758.09	407.62	Gm14430
0	25.99	1.06	0	0	Gm14440
254.87	206.35	496.62	186.71	76.78	Gm14391
8.29	8.11	25.16	10.11	2.03	Gm14393
0	0	1	0	0	Gm14444
2	1	2	0	0	Fam186b
524	453	815	354	235	Mon1b
